Meldedatum,Bundesland,Infizierte,Tote,Infizierte_gesamt,Tote_gesamt
2020-03-09,Hessen,0,0,0,0
2020-03-09,Mecklenburg-Vorpommern,0,0,0,0
2020-03-09,Niedersachsen,1,0,4,0
2020-03-09,Nordrhein-Westfalen,0,0,0,0
2020-03-09,Rheinland-Pfalz,0,0,0,0
2020-03-09,Saarland,0,0,0,0
2020-03-09,Sachsen,0,0,0,0
2020-03-09,Sachsen-Anhalt,0,0,0,0
2020-03-09,Schleswig-Holstein,0,0,0,0
2020-03-09,Thüringen,0,0,0,0
2020-03-10,Baden-Württemberg,0,0,0,0
2020-03-10,Bayern,0,0,0,0
2020-03-10,Berlin,0,0,0,0
2020-03-10,Brandenburg,0,0,0,0
2020-03-10,Bremen,0,0,0,0
2020-03-10,Hamburg,0,0,0,0
2020-03-10,Hessen,0,0,0,0
2020-03-10,Mecklenburg-Vorpommern,0,0,0,0
2020-03-10,Niedersachsen,1,0,5,0
2020-03-10,Nordrhein-Westfalen,0,0,0,0
2020-03-10,Rheinland-Pfalz,0,0,0,0
2020-03-10,Saarland,0,0,0,0
2020-03-10,Sachsen,0,0,0,0
2020-03-10,Sachsen-Anhalt,0,0,0,0
2020-03-10,Schleswig-Holstein,0,0,0,0
2020-03-10,Thüringen,0,0,0,0
2020-03-11,Baden-Württemberg,0,0,0,0
2020-03-11,Bayern,0,0,0,0
2020-03-11,Berlin,0,0,0,0
2020-03-11,Brandenburg,0,0,0,0
2020-03-11,Bremen,0,0,0,0
2020-03-11,Hamburg,0,0,0,0
2020-03-11,Hessen,0,0,0,0
2020-03-11,Mecklenburg-Vorpommern,0,0,0,0
2020-03-11,Niedersachsen,1,0,6,0
2020-03-11,Nordrhein-Westfalen,0,0,0,0
2020-03-11,Rheinland-Pfalz,0,0,0,0
2020-03-11,Saarland,0,0,0,0
2020-03-11,Sachsen,0,0,0,0
2020-03-11,Sachsen-Anhalt,0,0,0,0
2020-03-11,Schleswig-Holstein,0,0,0,0
2020-03-11,Thüringen,0,0,0,0
2020-03-12,Baden-Württemberg,0,0,0,0
2020-03-12,Bayern,0,0,0,0
2020-03-12,Berlin,0,0,0,0
2020-03-12,Brandenburg,0,0,0,0
2020-03-12,Bremen,0,0,0,0
2020-03-12,Hamburg,0,0,0,0
2020-03-12,Hessen,0,0,0,0
2020-03-12,Mecklenburg-Vorpommern,0,0,0,0
2020-03-12,Niedersachsen,0,0,6,0
2020-03-12,Nordrhein-Westfalen,0,0,0,0
2020-03-12,Rheinland-Pfalz,0,0,0,0
2020-03-12,Saarland,0,0,0,0
2020-03-12,Sachsen,0,0,0,0
2020-03-12,Sachsen-Anhalt,0,0,0,0
2020-03-12,Schleswig-Holstein,0,0,0,0
2020-03-12,Thüringen,0,0,0,0
2020-03-13,Baden-Württemberg,0,0,0,0
2020-03-13,Bayern,0,0,0,0
2020-03-13,Berlin,0,0,0,0
2020-03-13,Brandenburg,0,0,0,0
2020-03-13,Bremen,0,0,0,0
2020-03-13,Hamburg,0,0,0,0
2020-03-13,Hessen,0,0,0,0
2020-03-13,Mecklenburg-Vorpommern,0,0,0,0
2020-03-13,Niedersachsen,2,0,8,0
2020-03-13,Nordrhein-Westfalen,0,0,0,0
2020-03-13,Rheinland-Pfalz,0,0,0,0
2020-03-13,Saarland,0,0,0,0
2020-03-13,Sachsen,0,0,0,0
2020-03-13,Sachsen-Anhalt,0,0,0,0
2020-03-13,Schleswig-Holstein,0,0,0,0
2020-03-13,Thüringen,0,0,0,0
2020-03-14,Baden-Württemberg,0,0,0,0
2020-03-14,Bayern,0,0,0,0
2020-03-14,Berlin,0,0,0,0
2020-03-14,Brandenburg,0,0,0,0
2020-03-14,Bremen,0,0,0,0
2020-03-14,Hamburg,0,0,0,0
2020-03-14,Hessen,0,0,0,0
2020-03-14,Mecklenburg-Vorpommern,0,0,0,0
2020-03-14,Niedersachsen,0,0,8,0
2020-03-14,Nordrhein-Westfalen,0,0,0,0
2020-03-14,Rheinland-Pfalz,0,0,0,0
2020-03-14,Saarland,0,0,0,0
2020-03-14,Sachsen,0,0,0,0
2020-03-14,Sachsen-Anhalt,0,0,0,0
2020-03-14,Schleswig-Holstein,0,0,0,0
2020-03-14,Thüringen,0,0,0,0
2020-03-15,Baden-Württemberg,0,0,0,0
2020-03-15,Bayern,0,0,0,0
2020-03-15,Berlin,0,0,0,0
2020-03-15,Brandenburg,0,0,0,0
2020-03-15,Bremen,0,0,0,0
2020-03-15,Hamburg,0,0,0,0
2020-03-15,Hessen,0,0,0,0
2020-03-15,Mecklenburg-Vorpommern,0,0,0,0
2020-03-15,Niedersachsen,0,0,8,0
2020-03-15,Nordrhein-Westfalen,0,0,0,0
2020-03-15,Rheinland-Pfalz,0,0,0,0
2020-03-15,Saarland,0,0,0,0
2020-03-15,Sachsen,0,0,0,0
2020-03-15,Sachsen-Anhalt,0,0,0,0
2020-03-15,Schleswig-Holstein,0,0,0,0
2020-03-15,Thüringen,0,0,0,0
2020-03-16,Baden-Württemberg,0,0,0,0
2020-03-16,Bayern,0,0,0,0
2020-03-16,Berlin,0,0,0,0
2020-03-16,Brandenburg,0,0,0,0
2020-03-16,Bremen,0,0,0,0
2020-03-16,Hamburg,0,0,0,0
2020-03-16,Hessen,0,0,0,0
2020-03-16,Mecklenburg-Vorpommern,0,0,0,0
2020-03-16,Niedersachsen,6,0,14,0
2020-03-16,Nordrhein-Westfalen,0,0,0,0
2020-03-16,Rheinland-Pfalz,0,0,0,0
2020-03-16,Saarland,0,0,0,0
2020-03-16,Sachsen,0,0,0,0
2020-03-16,Sachsen-Anhalt,0,0,0,0
2020-03-16,Schleswig-Holstein,0,0,0,0
2020-03-16,Thüringen,0,0,0,0
2020-03-17,Baden-Württemberg,0,0,0,0
2020-03-17,Bayern,0,0,0,0
2020-03-17,Berlin,0,0,0,0
2020-03-17,Brandenburg,0,0,0,0
2020-03-17,Bremen,0,0,0,0
2020-03-17,Hamburg,0,0,0,0
2020-03-17,Hessen,0,0,0,0
2020-03-17,Mecklenburg-Vorpommern,0,0,0,0
2020-03-17,Niedersachsen,9,0,23,0
2020-03-17,Nordrhein-Westfalen,0,0,0,0
2020-03-17,Rheinland-Pfalz,0,0,0,0
2020-03-17,Saarland,0,0,0,0
2020-03-17,Sachsen,0,0,0,0
2020-03-17,Sachsen-Anhalt,0,0,0,0
2020-03-17,Schleswig-Holstein,0,0,0,0
2020-03-17,Thüringen,0,0,0,0
2020-03-18,Baden-Württemberg,0,0,0,0
2020-03-18,Bayern,0,0,0,0
2020-03-18,Berlin,0,0,0,0
2020-03-18,Brandenburg,0,0,0,0
2020-03-18,Bremen,0,0,0,0
2020-03-18,Hamburg,0,0,0,0
2020-03-18,Hessen,0,0,0,0
2020-03-18,Mecklenburg-Vorpommern,0,0,0,0
2020-03-18,Niedersachsen,6,0,29,0
2020-03-18,Nordrhein-Westfalen,0,0,0,0
2020-03-18,Rheinland-Pfalz,0,0,0,0
2020-03-18,Saarland,0,0,0,0
2020-03-18,Sachsen,0,0,0,0
2020-03-18,Sachsen-Anhalt,0,0,0,0
2020-03-18,Schleswig-Holstein,0,0,0,0
2020-03-18,Thüringen,0,0,0,0
2020-03-19,Baden-Württemberg,0,0,0,0
2020-03-19,Bayern,0,0,0,0
2020-03-19,Berlin,0,0,0,0
2020-03-19,Brandenburg,0,0,0,0
2020-03-19,Bremen,0,0,0,0
2020-03-19,Hamburg,0,0,0,0
2020-03-19,Hessen,0,0,0,0
2020-03-19,Mecklenburg-Vorpommern,0,0,0,0
2020-03-19,Niedersachsen,2,0,31,0
2020-03-19,Nordrhein-Westfalen,0,0,0,0
2020-03-19,Rheinland-Pfalz,0,0,0,0
2020-03-19,Saarland,0,0,0,0
2020-03-19,Sachsen,0,0,0,0
2020-03-19,Sachsen-Anhalt,0,0,0,0
2020-03-19,Schleswig-Holstein,0,0,0,0
2020-03-19,Thüringen,0,0,0,0
2020-03-20,Baden-Württemberg,0,0,0,0
2020-03-20,Bayern,0,0,0,0
2020-03-20,Berlin,0,0,0,0
2020-03-20,Brandenburg,0,0,0,0
2020-03-20,Bremen,0,0,0,0
2020-03-20,Hamburg,0,0,0,0
2020-03-20,Hessen,0,0,0,0
2020-03-20,Mecklenburg-Vorpommern,0,0,0,0
2020-03-20,Niedersachsen,5,0,36,0
2020-03-20,Nordrhein-Westfalen,0,0,0,0
2020-03-20,Rheinland-Pfalz,0,0,0,0
2020-03-20,Saarland,0,0,0,0
2020-03-20,Sachsen,0,0,0,0
2020-03-20,Sachsen-Anhalt,0,0,0,0
2020-03-20,Schleswig-Holstein,0,0,0,0
2020-03-20,Thüringen,0,0,0,0
2020-03-21,Baden-Württemberg,0,0,0,0
2020-03-21,Bayern,0,0,0,0
2020-03-21,Berlin,0,0,0,0
2020-03-21,Brandenburg,0,0,0,0
2020-03-21,Bremen,0,0,0,0
2020-03-21,Hamburg,0,0,0,0
2020-03-21,Hessen,0,0,0,0
2020-03-21,Mecklenburg-Vorpommern,0,0,0,0
2020-03-21,Niedersachsen,2,0,38,0
2020-03-21,Nordrhein-Westfalen,0,0,0,0
2020-03-21,Rheinland-Pfalz,0,0,0,0
2020-03-21,Saarland,0,0,0,0
2020-03-21,Sachsen,0,0,0,0
2020-03-21,Sachsen-Anhalt,0,0,0,0
2020-03-21,Schleswig-Holstein,0,0,0,0
2020-03-21,Thüringen,0,0,0,0
2020-03-22,Baden-Württemberg,0,0,0,0
2020-03-22,Bayern,0,0,0,0
2020-03-22,Berlin,0,0,0,0
2020-03-22,Brandenburg,0,0,0,0
2020-03-22,Bremen,0,0,0,0
2020-03-22,Hamburg,0,0,0,0
2020-03-22,Hessen,0,0,0,0
2020-03-22,Mecklenburg-Vorpommern,0,0,0,0
2020-03-22,Niedersachsen,0,0,38,0
2020-03-22,Nordrhein-Westfalen,0,0,0,0
2020-03-22,Rheinland-Pfalz,0,0,0,0
2020-03-22,Saarland,0,0,0,0
2020-03-22,Sachsen,0,0,0,0
2020-03-22,Sachsen-Anhalt,0,0,0,0
2020-03-22,Schleswig-Holstein,0,0,0,0
2020-03-22,Thüringen,0,0,0,0
2020-03-23,Baden-Württemberg,0,0,0,0
2020-03-23,Bayern,0,0,0,0
2020-03-23,Berlin,0,0,0,0
2020-03-23,Brandenburg,0,0,0,0
2020-03-23,Bremen,0,0,0,0
2020-03-23,Hamburg,0,0,0,0
2020-03-23,Hessen,0,0,0,0
2020-03-23,Mecklenburg-Vorpommern,0,0,0,0
2020-03-23,Niedersachsen,9,0,47,0
2020-03-23,Nordrhein-Westfalen,0,0,0,0
2020-03-23,Rheinland-Pfalz,0,0,0,0
2020-03-23,Saarland,0,0,0,0
2020-03-23,Sachsen,0,0,0,0
2020-03-23,Sachsen-Anhalt,0,0,0,0
2020-03-23,Schleswig-Holstein,0,0,0,0
2020-03-23,Thüringen,0,0,0,0
2020-03-24,Baden-Württemberg,0,0,0,0
2020-03-24,Bayern,0,0,0,0
2020-03-24,Berlin,0,0,0,0
2020-03-24,Brandenburg,0,0,0,0
2020-03-24,Bremen,0,0,0,0
2020-03-24,Hamburg,0,0,0,0
2020-03-24,Hessen,0,0,0,0
2020-03-24,Mecklenburg-Vorpommern,0,0,0,0
2020-03-24,Niedersachsen,6,0,53,0
2020-03-24,Nordrhein-Westfalen,0,0,0,0
2020-03-24,Rheinland-Pfalz,0,0,0,0
2020-03-24,Saarland,0,0,0,0
2020-03-24,Sachsen,0,0,0,0
2020-03-24,Sachsen-Anhalt,0,0,0,0
2020-03-24,Schleswig-Holstein,0,0,0,0
2020-03-24,Thüringen,0,0,0,0
2020-03-25,Baden-Württemberg,0,0,0,0
2020-03-25,Bayern,0,0,0,0
2020-03-25,Berlin,0,0,0,0
2020-03-25,Brandenburg,0,0,0,0
2020-03-25,Bremen,0,0,0,0
2020-03-25,Hamburg,0,0,0,0
2020-03-25,Hessen,0,0,0,0
2020-03-25,Mecklenburg-Vorpommern,0,0,0,0
2020-03-25,Niedersachsen,11,0,64,0
2020-03-25,Nordrhein-Westfalen,0,0,0,0
2020-03-25,Rheinland-Pfalz,0,0,0,0
2020-03-25,Saarland,0,0,0,0
2020-03-25,Sachsen,0,0,0,0
2020-03-25,Sachsen-Anhalt,0,0,0,0
2020-03-25,Schleswig-Holstein,0,0,0,0
2020-03-25,Thüringen,0,0,0,0
2020-03-26,Baden-Württemberg,0,0,0,0
2020-03-26,Bayern,0,0,0,0
2020-03-26,Berlin,0,0,0,0
2020-03-26,Brandenburg,0,0,0,0
2020-03-26,Bremen,0,0,0,0
2020-03-26,Hamburg,0,0,0,0
2020-03-26,Hessen,0,0,0,0
2020-03-26,Mecklenburg-Vorpommern,0,0,0,0
2020-03-26,Niedersachsen,11,0,75,0
2020-03-26,Nordrhein-Westfalen,0,0,0,0
2020-03-26,Rheinland-Pfalz,0,0,0,0
2020-03-26,Saarland,0,0,0,0
2020-03-26,Sachsen,0,0,0,0
2020-03-26,Sachsen-Anhalt,0,0,0,0
2020-03-26,Schleswig-Holstein,0,0,0,0
2020-03-26,Thüringen,0,0,0,0
2020-03-27,Baden-Württemberg,0,0,0,0
2020-03-27,Bayern,0,0,0,0
2020-03-27,Berlin,0,0,0,0
2020-03-27,Brandenburg,0,0,0,0
2020-03-27,Bremen,0,0,0,0
2020-03-27,Hamburg,0,0,0,0
2020-03-27,Hessen,0,0,0,0
2020-03-27,Mecklenburg-Vorpommern,0,0,0,0
2020-03-27,Niedersachsen,10,2,85,2
2020-03-27,Nordrhein-Westfalen,0,0,0,0
2020-03-27,Rheinland-Pfalz,0,0,0,0
2020-03-27,Saarland,0,0,0,0
2020-03-27,Sachsen,0,0,0,0
2020-03-27,Sachsen-Anhalt,0,0,0,0
2020-03-27,Schleswig-Holstein,0,0,0,0
2020-03-27,Thüringen,0,0,0,0
2020-03-28,Baden-Württemberg,0,0,0,0
2020-03-28,Bayern,0,0,0,0
2020-03-28,Berlin,0,0,0,0
2020-03-28,Brandenburg,0,0,0,0
2020-03-28,Bremen,0,0,0,0
2020-03-28,Hamburg,0,0,0,0
2020-03-28,Hessen,0,0,0,0
2020-03-28,Mecklenburg-Vorpommern,0,0,0,0
2020-03-28,Niedersachsen,2,1,87,3
2020-03-28,Nordrhein-Westfalen,0,0,0,0
2020-03-28,Rheinland-Pfalz,0,0,0,0
2020-03-28,Saarland,0,0,0,0
2020-03-28,Sachsen,0,0,0,0
2020-03-28,Sachsen-Anhalt,0,0,0,0
2020-03-28,Schleswig-Holstein,0,0,0,0
2020-03-28,Thüringen,0,0,0,0
2020-03-29,Baden-Württemberg,0,0,0,0
2020-03-29,Bayern,0,0,0,0
2020-03-29,Berlin,0,0,0,0
2020-03-29,Brandenburg,0,0,0,0
2020-03-29,Bremen,0,0,0,0
2020-03-29,Hamburg,0,0,0,0
2020-03-29,Hessen,0,0,0,0
2020-03-29,Mecklenburg-Vorpommern,0,0,0,0
2020-03-29,Niedersachsen,1,0,88,3
2020-03-29,Nordrhein-Westfalen,0,0,0,0
2020-03-29,Rheinland-Pfalz,0,0,0,0
2020-03-29,Saarland,0,0,0,0
2020-03-29,Sachsen,0,0,0,0
2020-03-29,Sachsen-Anhalt,0,0,0,0
2020-03-29,Schleswig-Holstein,0,0,0,0
2020-03-29,Thüringen,0,0,0,0
2020-03-30,Baden-Württemberg,0,0,0,0
2020-03-30,Bayern,0,0,0,0
2020-03-30,Berlin,0,0,0,0
2020-03-30,Brandenburg,0,0,0,0
2020-03-30,Bremen,0,0,0,0
2020-03-30,Hamburg,0,0,0,0
2020-03-30,Hessen,0,0,0,0
2020-03-30,Mecklenburg-Vorpommern,0,0,0,0
2020-03-30,Niedersachsen,12,2,100,5
2020-03-30,Nordrhein-Westfalen,0,0,0,0
2020-03-30,Rheinland-Pfalz,0,0,0,0
2020-03-30,Saarland,0,0,0,0
2020-03-30,Sachsen,0,0,0,0
2020-03-30,Sachsen-Anhalt,0,0,0,0
2020-03-30,Schleswig-Holstein,0,0,0,0
2020-03-30,Thüringen,0,0,0,0
2020-03-31,Baden-Württemberg,0,0,0,0
2020-03-31,Bayern,0,0,0,0
2020-03-31,Berlin,0,0,0,0
2020-03-31,Brandenburg,0,0,0,0
2020-03-31,Bremen,0,0,0,0
2020-03-31,Hamburg,0,0,0,0
2020-03-31,Hessen,0,0,0,0
2020-03-31,Mecklenburg-Vorpommern,0,0,0,0
2020-03-31,Niedersachsen,8,0,108,5
2020-03-31,Nordrhein-Westfalen,0,0,0,0
2020-03-31,Rheinland-Pfalz,0,0,0,0
2020-03-31,Saarland,0,0,0,0
2020-03-31,Sachsen,0,0,0,0
2020-03-31,Sachsen-Anhalt,0,0,0,0
2020-03-31,Schleswig-Holstein,0,0,0,0
2020-03-31,Thüringen,0,0,0,0
2020-04-01,Baden-Württemberg,0,0,0,0
2020-04-01,Bayern,0,0,0,0
2020-04-01,Berlin,0,0,0,0
2020-04-01,Brandenburg,0,0,0,0
2020-04-01,Bremen,0,0,0,0
2020-04-01,Hamburg,0,0,0,0
2020-04-01,Hessen,0,0,0,0
2020-04-01,Mecklenburg-Vorpommern,0,0,0,0
2020-04-01,Niedersachsen,4,0,112,5
2020-04-01,Nordrhein-Westfalen,0,0,0,0
2020-04-01,Rheinland-Pfalz,0,0,0,0
2020-04-01,Saarland,0,0,0,0
2020-04-01,Sachsen,0,0,0,0
2020-04-01,Sachsen-Anhalt,0,0,0,0
2020-04-01,Schleswig-Holstein,0,0,0,0
2020-04-01,Thüringen,0,0,0,0
2020-04-02,Baden-Württemberg,0,0,0,0
2020-04-02,Bayern,0,0,0,0
2020-04-02,Berlin,0,0,0,0
2020-04-02,Brandenburg,0,0,0,0
2020-04-02,Bremen,0,0,0,0
2020-04-02,Hamburg,0,0,0,0
2020-04-02,Hessen,0,0,0,0
2020-04-02,Mecklenburg-Vorpommern,0,0,0,0
2020-04-02,Niedersachsen,3,0,115,5
2020-04-02,Nordrhein-Westfalen,0,0,0,0
2020-04-02,Rheinland-Pfalz,0,0,0,0
2020-04-02,Saarland,0,0,0,0
2020-04-02,Sachsen,0,0,0,0
2020-04-02,Sachsen-Anhalt,0,0,0,0
2020-04-02,Schleswig-Holstein,0,0,0,0
2020-04-02,Thüringen,0,0,0,0
2020-04-03,Baden-Württemberg,0,0,0,0
2020-04-03,Bayern,0,0,0,0
2020-04-03,Berlin,0,0,0,0
2020-04-03,Brandenburg,0,0,0,0
2020-04-03,Bremen,0,0,0,0
2020-04-03,Hamburg,0,0,0,0
2020-04-03,Hessen,0,0,0,0
2020-04-03,Mecklenburg-Vorpommern,0,0,0,0
2020-04-03,Niedersachsen,5,1,120,6
2020-04-03,Nordrhein-Westfalen,0,0,0,0
2020-04-03,Rheinland-Pfalz,0,0,0,0
2020-04-03,Saarland,0,0,0,0
2020-04-03,Sachsen,0,0,0,0
2020-04-03,Sachsen-Anhalt,0,0,0,0
2020-04-03,Schleswig-Holstein,0,0,0,0
2020-04-03,Thüringen,0,0,0,0
2020-04-04,Baden-Württemberg,0,0,0,0
2020-04-04,Bayern,0,0,0,0
2020-04-04,Berlin,0,0,0,0
2020-04-04,Brandenburg,0,0,0,0
2020-04-04,Bremen,0,0,0,0
2020-04-04,Hamburg,0,0,0,0
2020-04-04,Hessen,0,0,0,0
2020-04-04,Mecklenburg-Vorpommern,0,0,0,0
2020-04-04,Niedersachsen,5,1,125,7
2020-04-04,Nordrhein-Westfalen,0,0,0,0
2020-04-04,Rheinland-Pfalz,0,0,0,0
2020-04-04,Saarland,0,0,0,0
2020-04-04,Sachsen,0,0,0,0
2020-04-04,Sachsen-Anhalt,0,0,0,0
2020-04-04,Schleswig-Holstein,0,0,0,0
2020-04-04,Thüringen,0,0,0,0
2020-04-05,Baden-Württemberg,0,0,0,0
2020-04-05,Bayern,0,0,0,0
2020-04-05,Berlin,0,0,0,0
2020-04-05,Brandenburg,0,0,0,0
2020-04-05,Bremen,0,0,0,0
2020-04-05,Hamburg,0,0,0,0
2020-04-05,Hessen,0,0,0,0
2020-04-05,Mecklenburg-Vorpommern,0,0,0,0
2020-04-05,Niedersachsen,0,0,125,7
2020-04-05,Nordrhein-Westfalen,0,0,0,0
2020-04-05,Rheinland-Pfalz,0,0,0,0
2020-04-05,Saarland,0,0,0,0
2020-04-05,Sachsen,0,0,0,0
2020-04-05,Sachsen-Anhalt,0,0,0,0
2020-04-05,Schleswig-Holstein,0,0,0,0
2020-04-05,Thüringen,0,0,0,0
2020-04-06,Baden-Württemberg,0,0,0,0
2020-04-06,Bayern,0,0,0,0
2020-04-06,Berlin,0,0,0,0
2020-04-06,Brandenburg,0,0,0,0
2020-04-06,Bremen,0,0,0,0
2020-04-06,Hamburg,0,0,0,0
2020-04-06,Hessen,0,0,0,0
2020-04-06,Mecklenburg-Vorpommern,0,0,0,0
2020-04-06,Niedersachsen,5,0,130,7
2020-04-06,Nordrhein-Westfalen,0,0,0,0
2020-04-06,Rheinland-Pfalz,0,0,0,0
2020-04-06,Saarland,0,0,0,0
2020-04-06,Sachsen,0,0,0,0
2020-04-06,Sachsen-Anhalt,0,0,0,0
2020-04-06,Schleswig-Holstein,0,0,0,0
2020-04-06,Thüringen,0,0,0,0
2020-04-07,Baden-Württemberg,0,0,0,0
2020-04-07,Bayern,0,0,0,0
2020-04-07,Berlin,0,0,0,0
2020-04-07,Brandenburg,0,0,0,0
2020-04-07,Bremen,0,0,0,0
2020-04-07,Hamburg,0,0,0,0
2020-04-07,Hessen,0,0,0,0
2020-04-07,Mecklenburg-Vorpommern,0,0,0,0
2020-04-07,Niedersachsen,5,2,135,9
2020-04-07,Nordrhein-Westfalen,0,0,0,0
2020-04-07,Rheinland-Pfalz,0,0,0,0
2020-04-07,Saarland,0,0,0,0
2020-04-07,Sachsen,0,0,0,0
2020-04-07,Sachsen-Anhalt,0,0,0,0
2020-04-07,Schleswig-Holstein,0,0,0,0
2020-04-07,Thüringen,0,0,0,0
2020-04-08,Baden-Württemberg,0,0,0,0
2020-04-08,Bayern,0,0,0,0
2020-04-08,Berlin,0,0,0,0
2020-04-08,Brandenburg,0,0,0,0
2020-04-08,Bremen,0,0,0,0
2020-04-08,Hamburg,0,0,0,0
2020-04-08,Hessen,0,0,0,0
2020-04-08,Mecklenburg-Vorpommern,0,0,0,0
2020-04-08,Niedersachsen,13,3,148,12
2020-04-08,Nordrhein-Westfalen,0,0,0,0
2020-04-08,Rheinland-Pfalz,0,0,0,0
2020-04-08,Saarland,0,0,0,0
2020-04-08,Sachsen,0,0,0,0
2020-04-08,Sachsen-Anhalt,0,0,0,0
2020-04-08,Schleswig-Holstein,0,0,0,0
2020-04-08,Thüringen,0,0,0,0
2020-04-09,Baden-Württemberg,0,0,0,0
2020-04-09,Bayern,0,0,0,0
2020-04-09,Berlin,0,0,0,0
2020-04-09,Brandenburg,0,0,0,0
2020-04-09,Bremen,0,0,0,0
2020-04-09,Hamburg,0,0,0,0
2020-04-09,Hessen,0,0,0,0
2020-04-09,Mecklenburg-Vorpommern,0,0,0,0
2020-04-09,Niedersachsen,8,1,156,13
2020-04-09,Nordrhein-Westfalen,0,0,0,0
2020-04-09,Rheinland-Pfalz,0,0,0,0
2020-04-09,Saarland,0,0,0,0
2020-04-09,Sachsen,0,0,0,0
2020-04-09,Sachsen-Anhalt,0,0,0,0
2020-04-09,Schleswig-Holstein,0,0,0,0
2020-04-09,Thüringen,0,0,0,0
2020-04-10,Baden-Württemberg,0,0,0,0
2020-04-10,Bayern,0,0,0,0
2020-04-10,Berlin,0,0,0,0
2020-04-10,Brandenburg,0,0,0,0
2020-04-10,Bremen,0,0,0,0
2020-04-10,Hamburg,0,0,0,0
2020-04-10,Hessen,0,0,0,0
2020-04-10,Mecklenburg-Vorpommern,0,0,0,0
2020-04-10,Niedersachsen,6,0,162,13
2020-04-10,Nordrhein-Westfalen,0,0,0,0
2020-04-10,Rheinland-Pfalz,0,0,0,0
2020-04-10,Saarland,0,0,0,0
2020-04-10,Sachsen,0,0,0,0
2020-04-10,Sachsen-Anhalt,0,0,0,0
2020-04-10,Schleswig-Holstein,0,0,0,0
2020-04-10,Thüringen,0,0,0,0
2020-04-11,Baden-Württemberg,0,0,0,0
2020-04-11,Bayern,0,0,0,0
2020-04-11,Berlin,0,0,0,0
2020-04-11,Brandenburg,0,0,0,0
2020-04-11,Bremen,0,0,0,0
2020-04-11,Hamburg,0,0,0,0
2020-04-11,Hessen,0,0,0,0
2020-04-11,Mecklenburg-Vorpommern,0,0,0,0
